filename,x,y,z
EM\Background\EM_3197_NW.jpg,15.11602,6.6503177,4.681542
EM\Background\EM_3197_SE.jpg,15.110799,6.7487326,4.4097896
EM\Background\EM_32387_SE.jpg,15.267595,6.468293,3.9841805
EM\Background\EM_3394_NW.jpg,14.423105,6.7105994,4.892496
EM\Background\EM_34047.jpg,13.52228,6.799805,5.4713116
EM\Background\EM_34064.jpg,14.795274,7.166917,4.5719876
EM\Background\EM_34248.jpg,14.415447,6.728311,4.587827
EM\Background\EM_3451_NW.jpg,12.604933,7.034049,5.778481
EM\Background\EM_35944_NW.jpg,14.359309,6.3305507,4.618949
EM\Background\EM_35944_SE.jpg,11.843102,6.763644,6.1097884
EM\Background\EM_36449_NW.jpg,14.456692,6.7801094,4.5131254
EM\Background\EM_37228_NW.jpg,15.203848,7.5126915,3.8408098
EM\Background\EM_38103_NW.jpg,15.4896555,6.6325316,4.132636
EM\Background\EM_38103_SE.jpg,14.221075,6.6837473,4.797072
EM\Background\EM_38311.jpg,12.3917,6.8586516,5.8292565
EM\Background\EM_38323.jpg,14.883954,6.559537,4.2679286
EM\Background\EM_38333.jpg,14.910517,6.376371,4.1073704
EM\Background\EM_38705.jpg,14.92377,6.6181507,4.7445927
EM\Background\EM_38846_NW.jpg,14.49458,6.8545065,4.9319377
EM\Background\EM_38846_SE.jpg,14.174758,6.8500814,5.1110206
EM\Background\EM_38898_SE.jpg,14.4535265,6.8828354,4.847354
EM\Background\EM_39087_NW.jpg,14.825383,6.9650536,4.388547
EM\Background\EM_39409.jpg,14.513957,6.993895,4.2903185
EM\Background\EM_39423_NW.jpg,14.365615,6.630667,4.947938
EM\Background\EM_39423_SE.jpg,14.30382,6.6835985,5.1343627
EM\Background\EM_39735.jpg,14.700681,6.8141317,3.8764129
EM\Background\EM_39767.jpg,14.531739,6.385022,4.5039053
EM\Background\EM_39807.jpg,12.082033,6.821641,6.001258
EM\Background\EM_39826.jpg,14.685324,6.5128,4.32468
EM\Background\EM_39836.jpg,15.160764,6.8081393,4.010964
EM\Background\EM_39865.jpg,15.005632,6.7000284,4.001886
EM\Background\EM_39875.jpg,14.656127,6.8484097,3.8031867
EM\Background\EM_39937.jpg,14.29135,6.492531,4.6919975
EM\Background\EM_40149.jpg,14.976455,6.306669,4.1562095
EM\Background\EM_40160.jpg,14.316877,6.199223,4.278084
EM\Background\EM_40217.jpg,14.243537,6.483576,4.659124
EM\Background\EM_40424.jpg,14.682049,6.733327,4.669708
EM\Background\EM_40434.jpg,14.401166,6.6417394,4.9762106
EM\Background\EM_40473.jpg,12.174932,6.839036,5.986081
EM\Background\EM_40492.jpg,14.091702,6.80819,5.2729344
EM\Background\EM_40510.jpg,14.031699,6.885747,5.260934
EM\Background\EM_4058.jpg,15.1524725,6.8638854,4.467913
EM\Background\EM_43096_NW.jpg,13.934354,7.812129,5.0459213
EM\Background\EM_43300_NW.jpg,14.707214,6.3905764,4.3758087
EM\Background\EM_43680.jpg,15.133173,6.746928,4.52115
EM\Background\EM_43693.jpg,14.933847,6.837604,4.8151083
EM\Background\EM_43747_NW.jpg,12.437595,7.001378,5.5178695
EM\Background\EM_43773_SE.jpg,14.044619,6.947392,5.233311
EM\Background\EM_43795_NW.jpg,15.496391,6.5596156,4.2570853
EM\Background\EM_43869_SE.jpg,14.756856,7.5815797,4.0186014
EM\Background\EM_44116.jpg,14.587913,6.729857,3.9982104
EM\Background\EM_44121.jpg,14.488954,7.453331,4.6139307
EM\Background\EM_44126.jpg,14.741853,6.8577952,3.9060378
EM\Background\EM_44422_SE.jpg,14.7924385,6.5796223,4.654606
EM\Background\EM_44496_NW.jpg,14.689205,6.4522877,4.5020328
EM\Background\EM_45181.jpg,13.537871,6.7745385,5.4140635
EM\Background\EM_45189.jpg,14.65879,6.7800794,3.9664457
EM\Background\EM_45190.jpg,14.772387,7.621217,3.979314
EM\Background\EM_45193.jpg,14.053868,7.715385,4.8093457
EM\Background\EM_45246.jpg,15.056559,7.3584757,4.04295
EM\Background\EM_4547.jpg,12.790957,6.9539437,5.595621
EM\Background\EM_4586.jpg,14.234829,6.9160414,4.8084764
EM\Background\EM_46168.jpg,15.24483,6.972242,4.0694537
EM\Background\EM_46180.jpg,14.452208,6.807147,4.2988367
EM\Background\EM_46225.jpg,14.967656,6.8817186,4.326546
EM\Background\EM_46322.jpg,14.514604,6.5757885,4.131417
EM\Background\EM_46326.jpg,12.2133,6.8060007,5.6314287
EM\Background\EM_46831_NW.jpg,14.090625,6.7399554,5.286218
EM\Background\EM_46831_SE.jpg,14.525169,6.9973288,4.868519
EM\Background\EM_46895.jpg,12.3864765,6.8393764,5.771932
EM\Background\EM_46961.jpg,14.394401,6.1974497,4.2494173
EM\Background\EM_46991.jpg,14.3524065,6.419596,3.7668052
EM\Background\EM_47032.jpg,14.598406,6.3473325,4.5472355
EM\Background\EM_47429_NW.jpg,14.349384,6.306089,4.4202447
EM\Background\EM_47429_SE.jpg,15.085736,6.741318,3.77352
EM\Background\EM_47582_NW.jpg,14.981319,6.3972073,3.9333057
EM\Background\EM_4760.jpg,12.297885,6.9977593,5.498222
EM\Background\EM_4765.jpg,13.597777,6.869438,5.463311
EM\Background\EM_4786.jpg,13.752292,6.87498,5.5004754
EM\Background\EM_49824.jpg,14.436942,6.9828095,4.360697
EM\Background\EM_51172_SE.jpg,15.403319,6.6198616,4.422549
EM\Background\EM_51176_SE.jpg,14.707918,6.5850477,4.7888875
EM\Background\EM_5172.jpg,14.921199,6.730972,4.1701465
EM\Background\EM_54300.jpg,14.252016,6.7450066,4.9841623
EM\Background\EM_55_SE.jpg,14.427014,6.173231,4.2395043
EM\Background\EM_56078.jpg,14.4995165,6.2592206,4.5198503
EM\Background\EM_56079.jpg,15.003222,6.380622,4.2286925
EM\Background\EM_56117.jpg,14.656974,6.1744995,4.2694845
EM\Background\EM_56137.jpg,14.78506,6.234411,4.3223133
EM\Background\EM_56142.jpg,14.661068,6.568156,3.542168
EM\Background\EM_56143.jpg,14.597662,6.3051414,3.6744742
EM\Background\EM_5706_SE.jpg,15.392101,6.6913967,4.098335
EM\Background\EM_57438.jpg,14.420079,6.6096134,5.0593534
EM\Background\EM_57448.jpg,14.386093,6.9160886,4.5237064
EM\Background\EM_58069.jpg,14.275891,6.494541,4.3003855
EM\Background\EM_58098.jpg,15.339561,6.5831847,4.292512
EM\Background\EM_58134.jpg,14.297182,7.1209993,4.8052993
EM\Background\EM_58916.jpg,13.563153,7.5025396,5.2977457
EM\Background\EM_58965.jpg,14.57189,6.6780367,4.0937185
EM\Background\EM_59832.jpg,13.989987,6.815991,5.362434
EM\Background\EM_59846.jpg,14.608588,6.924659,4.814746
EM\Background\EM_59869.jpg,13.95872,6.6775174,4.6501336
EM\Background\EM_59901.jpg,13.740361,6.913703,5.439903
EM\Background\EM_60217.jpg,14.799057,6.5865245,4.0870447
EM\Background\EM_60371.jpg,14.574552,7.739682,4.469666
EM\Background\EM_6066.jpg,12.140192,6.767864,5.590047
EM\Background\EM_6099.jpg,11.908763,6.622184,5.4350557
EM\Background\EM_61645.jpg,14.86134,6.534027,4.534074
EM\Background\EM_61670.jpg,14.865892,6.306165,4.2280273
EM\Background\EM_61674.jpg,14.560739,6.2802696,4.102129
EM\Background\EM_61677.jpg,14.653854,6.6979575,4.0837617
EM\Background\EM_61998.jpg,14.595268,6.8819017,4.5817537
EM\Background\EM_62023.jpg,14.573478,6.296898,4.380395
EM\Background\EM_62024.jpg,14.548101,6.814386,4.943358
EM\Background\EM_62163.jpg,14.553679,6.709082,4.8976393
EM\Background\EM_62164.jpg,14.288579,6.963451,4.662351
EM\Background\EM_62685.jpg,12.175075,6.8315167,5.9613543
EM\Background\EM_63236.jpg,14.609135,6.501972,4.131103
EM\Background\EM_63237.jpg,15.101633,6.4052677,4.287824
EM\Background\EM_63251.jpg,14.8594885,6.4599757,4.736132
EM\Background\EM_63682.jpg,13.831339,6.8417616,5.4064784
EM\Background\EM_63699.jpg,14.198458,6.6707273,4.911828
EM\Background\EM_63768.jpg,14.799714,6.3725004,4.5903907
EM\Background\EM_63792.jpg,14.996331,6.3594985,4.607189
EM\Background\EM_63796.jpg,14.975992,6.397914,4.631455
EM\Background\EM_63898.jpg,14.138073,6.7384963,5.066959
EM\Background\EM_63924.jpg,14.24385,6.7235317,4.862589
EM\Background\EM_63942.jpg,14.845623,6.488785,4.473584
EM\Background\EM_63965.jpg,14.391236,6.39582,4.365449
EM\Background\EM_63967.jpg,14.110638,6.7867875,5.14537
EM\Background\EM_63968.jpg,14.435303,6.3176928,4.468245
EM\Background\EM_63971.jpg,14.856775,6.4514127,4.858533
EM\Background\EM_63976.jpg,14.680513,6.778291,4.5257034
EM\Background\EM_63993.jpg,14.499121,6.927319,4.5446763
EM\Background\EM_64030.jpg,14.634652,6.4202285,4.6994567
EM\Background\EM_64253.jpg,14.110574,6.9414415,5.241922
EM\Background\EM_64442.jpg,15.260039,6.471242,3.999972
EM\Background\EM_64472.jpg,15.49574,6.62282,4.2147064
EM\Background\EM_64511.jpg,13.55192,7.806057,4.908976
EM\Background\EM_64528.jpg,14.083063,6.71527,5.259126
EM\Background\EM_64653.jpg,14.063236,6.948172,5.217907
EM\Background\EM_64655.jpg,13.185567,7.500308,5.385643
EM\Background\EM_64662.jpg,12.179586,6.831819,5.9597816
EM\Background\EM_64667.jpg,12.070484,6.8921494,6.0173097
EM\Background\EM_64680.jpg,14.924555,7.6656017,3.9909332
EM\Background\EM_64684.jpg,12.947345,7.1614265,5.500538
EM\Background\EM_65316.jpg,13.482239,6.9139833,5.5433826
EM\Background\EM_65380.jpg,14.143352,6.803866,5.0155525
EM\Background\EM_65442.jpg,2.1694274,8.22931,1.6259681
EM\Background\EM_65455.jpg,14.527734,6.186886,4.2673297
EM\Background\EM_65461.jpg,14.883224,6.292761,3.990823
EM\Background\EM_65475.jpg,14.814646,6.2472343,4.364154
EM\Background\EM_65478.jpg,14.737246,6.3264384,4.3118763
EM\Background\EM_65571.jpg,12.239583,6.8223534,5.9352946
EM\Background\EM_65578.jpg,14.644163,6.934362,5.1135345
EM\Background\EM_66068.jpg,14.410371,6.543568,4.8160377
EM\Background\EM_66138.jpg,14.754233,6.4024987,3.9452922
EM\Background\EM_6704.jpg,13.652939,6.9892106,5.393966
EM\Background\EM_67137.jpg,14.593884,6.594491,3.9988747
EM\Background\EM_67142.jpg,14.593889,6.366912,4.127692
EM\Background\EM_67201.jpg,13.64582,7.022595,5.2739987
EM\Background\EM_67251.jpg,14.541673,6.774648,4.775546
EM\Background\EM_67259.jpg,11.977781,6.7070045,5.8393326
EM\Background\EM_67262.jpg,13.723872,6.899854,5.584729
EM\Background\EM_67276.jpg,14.349516,6.646194,5.166531
EM\Background\EM_67388.jpg,11.825503,6.820434,6.133892
EM\Background\EM_8678_NW.jpg,14.147454,6.9395704,5.1901307
EM\Background\EM_8917_SE.jpg,14.804827,6.6626806,4.2958007
EM\Real\EM_10313.jpg,14.679079,7.940979,4.1551704
EM\Real\EM_1036.jpg,15.196068,8.4684305,4.189699
EM\Real\EM_10454.jpg,14.789751,7.267431,4.567646
EM\Real\EM_10519.jpg,13.064814,7.586653,5.51223
EM\Real\EM_10551.jpg,14.309329,8.1665745,4.6911526
EM\Real\EM_10559.jpg,14.660186,8.055099,4.5165424
EM\Real\EM_11521.jpg,14.38516,7.9010625,4.9411097
EM\Real\EM_11523.jpg,13.85476,7.9321103,5.2008862
EM\Real\EM_11548.jpg,14.539884,7.993021,4.711052
EM\Real\EM_11734.jpg,14.7556305,8.309617,3.941587
EM\Real\EM_11738.jpg,15.232228,8.421166,4.351929
EM\Real\EM_11884.jpg,14.825931,7.855383,4.6311264
EM\Real\EM_13045.jpg,14.630091,8.232828,4.28761
EM\Real\EM_13062.jpg,15.057239,7.011921,3.5206428
EM\Real\EM_13215.jpg,15.273389,8.345656,4.21509
EM\Real\EM_13456.jpg,14.914214,8.270611,3.9664674
EM\Real\EM_136.jpg,14.688563,7.059405,3.5693984
EM\Real\EM_13618.jpg,15.122059,7.906147,3.7526927
EM\Real\EM_13789.jpg,14.334809,8.202052,4.7920876
EM\Real\EM_13836.jpg,14.645599,8.0288515,4.4670534
EM\Real\EM_14237.jpg,14.955915,6.8373327,3.6898372
EM\Real\EM_14249.jpg,15.204213,8.389451,4.263142
EM\Real\EM_14323.jpg,13.752489,7.876873,5.2500186
EM\Real\EM_14330.jpg,15.190545,8.066347,3.9091318
EM\Real\EM_14368.jpg,14.664262,8.136825,4.503393
EM\Real\EM_14393.jpg,14.345969,8.155276,4.9845448
EM\Real\EM_14403.jpg,14.613621,8.426597,4.0856442
EM\Real\EM_15979.jpg,14.7718935,6.8799744,3.5259259
EM\Real\EM_15982.jpg,14.482524,6.498947,3.8417518
EM\Real\EM_160.jpg,14.610464,6.913585,3.6913083
EM\Real\EM_16033.jpg,14.86919,6.788849,3.476107
EM\Real\EM_16050.jpg,14.744309,7.2346196,3.7312877
EM\Real\EM_16069.jpg,14.763479,6.885256,3.7889483
EM\Real\EM_16105.jpg,14.8211355,6.891131,3.8438003
EM\Real\EM_16858.jpg,14.27887,8.084018,4.9044027
EM\Real\EM_16877.jpg,14.161917,8.057781,5.0283785
EM\Real\EM_16878.jpg,14.891279,8.171063,3.7721086
EM\Real\EM_16907.jpg,14.676671,8.342955,3.9618719
EM\Real\EM_17071.jpg,14.699678,8.16199,4.721915
EM\Real\EM_17080.jpg,15.155702,7.404445,3.9568267
EM\Real\EM_17636.jpg,15.250689,8.360639,4.104955
EM\Real\EM_17674.jpg,15.2323065,8.431509,4.3101363
EM\Real\EM_18252.jpg,14.436466,8.217842,4.9237475
EM\Real\EM_18257.jpg,15.300509,6.946075,4.1096387
EM\Real\EM_18267.jpg,14.530986,7.99924,4.540772
EM\Real\EM_18556.jpg,15.328474,6.6841216,4.045081
EM\Real\EM_18560.jpg,14.738904,6.913101,4.805369
EM\Real\EM_18684.jpg,14.511837,7.9238205,4.7001286
EM\Real\EM_18732.jpg,15.223032,7.066903,3.9102151
EM\Real\EM_18749.jpg,14.681423,7.5427547,4.251383
EM\Real\EM_18804.jpg,15.190713,7.5125227,3.9787235
EM\Real\EM_18819.jpg,14.697303,7.8157916,4.6213245
EM\Real\EM_18906.jpg,14.923772,7.4631166,4.3947587
EM\Real\EM_18916.jpg,14.916273,7.5255566,4.4479704
EM\Real\EM_18979.jpg,15.000813,7.398465,4.3236637
EM\Real\EM_19155.jpg,12.758583,7.474813,5.477431
EM\Real\EM_19287.jpg,14.8061695,8.297312,3.89927
EM\Real\EM_19288.jpg,15.023168,7.835462,3.8091526
EM\Real\EM_19392.jpg,15.19348,6.9422293,4.1964726
EM\Real\EM_20344.jpg,14.941466,8.2277565,3.8071146
EM\Real\EM_20346.jpg,14.8060255,7.840234,4.4388795
EM\Real\EM_20351.jpg,14.846626,7.625181,4.413657
EM\Real\EM_20353.jpg,14.581879,8.0379925,4.7393045
EM\Real\EM_20804.jpg,14.743486,8.301995,4.1979074
EM\Real\EM_20836.jpg,15.081321,8.31713,4.503943
EM\Real\EM_20844.jpg,14.948843,7.8867636,3.6366067
EM\Real\EM_20847.jpg,14.847785,8.180551,3.7632558
EM\Real\EM_20852.jpg,15.18946,7.860617,4.0504255
EM\Real\EM_20894.jpg,15.016446,7.16586,3.5822399
EM\Real\EM_20909.jpg,15.398507,6.724145,4.0145283
EM\Real\EM_20928.jpg,14.85213,7.6832185,3.9518993
EM\Real\EM_20963.jpg,14.957245,6.7448273,4.20877
EM\Real\EM_21601.jpg,14.599835,8.262393,4.6519017
EM\Real\EM_21618.jpg,13.982012,7.6269255,5.1526
EM\Real\EM_21712.jpg,14.924701,7.1161695,4.618441
EM\Real\EM_22919.jpg,14.673908,7.140728,4.5865273
EM\Real\EM_22966.jpg,15.05301,6.9763374,4.5149145
EM\Real\EM_23179.jpg,15.276953,6.746115,3.965449
EM\Real\EM_23184.jpg,15.308271,6.8755245,3.9809203
EM\Real\EM_23194.jpg,15.076148,7.166451,4.144085
EM\Real\EM_23224.jpg,14.775691,7.3465695,4.4705954
EM\Real\EM_23231.jpg,15.091874,7.4657645,3.7465856
EM\Real\EM_24073.jpg,15.114961,8.067618,4.0293584
EM\Real\EM_24083.jpg,14.625241,8.398553,4.054657
EM\Real\EM_24189.jpg,14.651921,7.622455,4.3997455
EM\Real\EM_24238.jpg,15.035947,8.145037,3.8332918
EM\Real\EM_24255.jpg,14.875012,8.251565,3.9449391
EM\Real\EM_24263.jpg,15.1585245,7.6502714,3.9148276
EM\Real\EM_24702.jpg,14.352132,8.280499,4.3108473
EM\Real\EM_24766.jpg,14.844359,8.079399,3.837262
EM\Real\EM_25639.jpg,15.017409,7.9865336,3.895536
EM\Real\EM_25640.jpg,14.605345,7.113247,3.9417782
EM\Real\EM_25643.jpg,14.441771,6.541748,3.921592
EM\Real\EM_25658.jpg,14.784342,7.9128923,4.1102448
EM\Real\EM_25720.jpg,13.936969,7.9083095,5.025964
EM\Real\EM_26194.jpg,15.189679,8.416828,4.4417086
EM\Real\EM_26200.jpg,14.694407,8.195602,3.7592533
EM\Real\EM_26268.jpg,14.798252,7.6895514,4.327457
EM\Real\EM_2734.jpg,14.678525,8.421473,4.0831995
EM\Real\EM_2752.jpg,14.268543,7.9169874,4.9787955
EM\Real\EM_27724.jpg,14.349948,8.047314,4.4961886
EM\Real\EM_28721.jpg,13.83253,7.9028945,5.2681966
EM\Real\EM_28783.jpg,14.550152,6.9807544,3.8130858
EM\Real\EM_28909.jpg,14.571444,6.98187,3.7988794
EM\Real\EM_28953.jpg,15.214704,8.023162,4.339753
EM\Real\EM_28957.jpg,14.928626,7.0626493,4.194018
EM\Real\EM_29068.jpg,15.147932,7.05256,4.2469463
EM\Real\EM_29099.jpg,14.599893,8.420665,4.1401525
EM\Real\EM_29153.jpg,15.163927,7.663159,3.7745922
EM\Real\EM_29163.jpg,15.046984,8.0477,3.7754939
EM\Real\EM_29213.jpg,13.853507,8.003588,5.24995
EM\Real\EM_29231.jpg,14.365815,8.122926,4.7655497
EM\Real\EM_29636.jpg,14.946723,7.375894,4.3631005
EM\Real\EM_29946.jpg,13.639566,7.9257307,5.2484393
EM\Real\EM_30010.jpg,14.196379,7.86378,4.9410114
EM\Real\EM_30061.jpg,14.711218,7.1106195,3.9836805
EM\Real\EM_3173.jpg,14.692282,8.025556,4.2215486
EM\Real\EM_3183.jpg,14.24878,7.666183,5.0424047
EM\Real\EM_31926.jpg,15.164348,7.115869,3.5667036
EM\Real\EM_31927.jpg,14.81026,6.2147765,3.688997
EM\Real\EM_31956.jpg,15.22765,6.502845,3.8839781
EM\Real\EM_3207.jpg,14.721066,6.8099003,4.662923
EM\Real\EM_3211.jpg,14.696812,7.3414845,4.293536
EM\Real\EM_33407.jpg,14.618641,7.9839735,4.233969
EM\Real\EM_3366.jpg,14.856177,7.318738,3.8779116
EM\Real\EM_33740.jpg,14.741751,7.697017,4.490184
EM\Real\EM_33884.jpg,14.337348,8.111505,4.8285437
EM\Real\EM_33892.jpg,12.889039,7.5371895,5.4202538
EM\Real\EM_33897.jpg,12.866894,7.520423,5.4297986
EM\Real\EM_3393.jpg,15.297458,8.283617,4.1644287
EM\Real\EM_34004.jpg,15.068578,7.789144,4.0162525
EM\Real\EM_34256.jpg,14.964359,6.5327067,4.0266805
EM\Real\EM_3433.jpg,15.024637,6.770799,4.0160403
EM\Real\EM_3450.jpg,15.235839,8.068648,4.0845037
EM\Real\EM_3451.jpg,15.289212,8.278764,4.085827
EM\Real\EM_3463.jpg,15.207212,7.9710193,4.064034
EM\Real\EM_35781.jpg,15.129892,6.807027,4.49788
EM\Real\EM_35782.jpg,15.211859,7.6213493,3.838319
EM\Real\EM_35785.jpg,14.790936,8.214043,3.6479697
EM\Real\EM_35943.jpg,15.061302,7.773541,4.0149646
EM\Real\EM_35957.jpg,14.351399,8.054001,4.475702
EM\Real\EM_36002.jpg,15.337989,6.7058268,4.320535
EM\Real\EM_3615.jpg,15.1827545,8.46189,4.367995
EM\Real\EM_36439.jpg,14.995999,8.066693,3.8469203
EM\Real\EM_36448.jpg,15.255883,6.895912,4.0004816
EM\Real\EM_36452.jpg,15.291465,6.9036956,4.0336676
EM\Real\EM_36455.jpg,15.342369,6.8060403,4.0591516
EM\Real\EM_36501.jpg,14.87637,6.871368,3.4545844
EM\Real\EM_36907.jpg,15.20575,8.481435,4.2142596
EM\Real\EM_37221.jpg,15.040556,7.159122,4.0798926
EM\Real\EM_37227.jpg,14.638083,7.752173,4.2141995
EM\Real\EM_38064.jpg,14.544152,7.813354,4.116337
EM\Real\EM_38117.jpg,15.102014,8.02615,3.965742
EM\Real\EM_3817.jpg,14.859573,7.9941416,3.8065062
EM\Real\EM_3848.jpg,14.562871,6.7697015,3.8231483
EM\Real\EM_38827.jpg,14.552485,8.409224,4.1733418
EM\Real\EM_38845.jpg,14.581703,8.203998,4.4243417
EM\Real\EM_38851.jpg,14.439814,8.072926,4.664159
EM\Real\EM_3890.jpg,15.048261,6.682773,4.3652816
EM\Real\EM_38907.jpg,14.588352,7.854887,4.2134643
EM\Real\EM_3893.jpg,15.082642,7.8959627,3.6223428
EM\Real\EM_39422.jpg,14.737409,8.325926,4.3882556
EM\Real\EM_40.jpg,14.567133,6.4562354,3.4992728
EM\Real\EM_42618.jpg,14.186105,7.651957,4.578729
EM\Real\EM_42685.jpg,14.76893,7.8273897,4.3857555
EM\Real\EM_42696.jpg,14.90425,7.8459554,3.8818207
EM\Real\EM_42697.jpg,14.607193,6.713139,4.2246413
EM\Real\EM_42742.jpg,14.722329,7.9437127,3.911654
EM\Real\EM_43095.jpg,14.559385,7.980511,4.8557115
EM\Real\EM_43175.jpg,14.706457,7.072704,4.837489
EM\Real\EM_43299.jpg,14.603102,6.8770485,3.6988747
EM\Real\EM_43438.jpg,15.134756,8.192676,3.9944575
EM\Real\EM_43506.jpg,15.2899275,8.249608,4.2626576
EM\Real\EM_43613.jpg,14.678947,7.940662,4.4861917
EM\Real\EM_43621.jpg,14.58618,7.944893,4.2961483
EM\Real\EM_43632.jpg,14.546372,8.212235,4.640504
EM\Real\EM_43723.jpg,15.009849,7.331286,4.4187646
EM\Real\EM_43730.jpg,14.840139,8.273287,4.5355573
EM\Real\EM_4382.jpg,14.483987,6.969721,3.8425465
EM\Real\EM_43868.jpg,14.769602,8.0065975,4.579646
EM\Real\EM_4395.jpg,13.132336,7.647973,5.322859
EM\Real\EM_4428.jpg,14.993753,7.4576073,3.9378514
EM\Real\EM_44421.jpg,14.4688,7.9606614,4.719157
EM\Real\EM_44438.jpg,14.584964,8.055285,4.7658105
